@relation tweets-sentimientos-consistentes-español
@attribute 'tweetid' numeric
@attribute 'user' string
@attribute 'content' string
@attribute 'date' date
@attribute 'lang' { 'es', 'unknown'}
@attribute 'value' { 'O', 'E', 'P', 'n+', 'p+', 'N'}
@attribute 'type' { 'AGREEMENT', 'DISAGREEMENT'}
@data
163572357175324674,'mariviromero','Más de 200.000 personas siguen contagiándose de lepra cada año http://t.co/1U2tHsLk','2012-01-29T11:41:03',es,'N','AGREEMENT'
163574677141331968,'teresafclt','La semana del Presidente | Tras el presidente http://t.co/8T5DxYoZ via @telecincoes','2012-01-29T11:50:16',es,'O','AGREEMENT'
163575274540236802,'mariviromero','Cinco planes low cost para viajar en Carnavales http://t.co/u0kkeoW6','2012-01-29T11:52:39',es,'O','AGREEMENT'
163575288226254848,'PilarGGranja','Me cuentan q el sin gobernador del BdE mantiene amigos de la tierra con sueldos igual de espeluznantes. Buscará acomodo? @LosadaPescador','2012-01-29T11:52:42',es,'n+','AGREEMENT'
163575876938764289,'riverakiko','Hay que mandar una foto con algun disfraz gracioso. Se daran 5 entradas al primero 3 al segundo y 2 al tercero','2012-01-29T11:55:02',es,'p+','AGREEMENT'
163576673114132481,'Carlos_Latre','Esta tarde voy a ver a mi ADMIRADA Y QUERIDA Ma Teresa Campos!!;) "Que tiempo tan feliz" lallalalallallalraralara....;)))','2012-01-29T11:58:12',es,'p+','AGREEMENT'
163577306839916544,'David_Busta','Ayer termine tardisimo los ensayos... Todo va tomando forma! Os deseo un buen domingo!ABRAZO!;-)','2012-01-29T12:00:43',es,'p+','AGREEMENT'
163578334922555392,'riverakiko','Y el tercer premio ganador de  2 entradas es para este disfraz de @juniornoriega http://t.co/dy7NggIw','2012-01-29T12:04:49',es,'p+','AGREEMENT'
163581468243804160,'riverakiko','Los ganadores mandar vuestros nombres a eventosriver84@hotmail.es','2012-01-29T12:17:15',es,'P','AGREEMENT'
163581794288013313,'riverakiko','Aqui os dejo el flyer donde pone donde se puede comprar entradas!!!!!! http://t.co/MFgHvLXw','2012-01-29T12:18:34',es,'O','AGREEMENT'
163592027693518849,'javiersolana','@sevillajordi de acuerdo.Indignante!!','2012-01-29T12:59:13',es,'N','AGREEMENT'
163595190068711424,'_Rubalcaba_','Felipe González: “Alfredo, creo en ti antes, durante, y después de la campaña electoral” #38Congreso','2012-01-29T13:11:47',es,'P','AGREEMENT'
163609880752701440,'anapastor_tve','Espectacular el repor de @missylolahuetem . Partos y embarazadas según el continente donde hayas nacido. http://t.co/uOkTBDHr','2012-01-29T14:10:09',es,'p+','AGREEMENT'
163612039808425984,'jesusmarana','"Servicio público, interés privado". Post en Buzón de voz. http://t.co/nuHHyK5Q','2012-01-29T14:18:44',es,'O','AGREEMENT'
163612513680891906,'Enric_Hernandez','"La libertad, mal negocio", el epílogo de #ePeriódico sobre la #TwitterCensura. http://t.co/6NGTkKXh','2012-01-29T14:20:37',es,'E','DISAGREEMENT'
163618442778386432,'sevillajordi','RT @PwC_Spain: Carlos Mas desgrana los hitos más importantes del informe #CEOs para España http://t.co/OBjqLPgc','2012-01-29T14:44:11',es,'P','AGREEMENT'
163631351508115457,'jesusmarana','En el PSOE y en El País hay gente muy nerviosa con las primarias. No se explica si no un ataque tan vergonzoso de fuentes "anónimas".','2012-01-29T15:35:28',es,'N','AGREEMENT'
163653002266296321,'mariviromero','No se puede ser mas zalamero , no http://t.co/KzqsgOR9','2012-01-29T17:01:30',es,'O','AGREEMENT'
163654008014241792,'_Rubalcaba_','Mucha actividad este domingo.La candidatura con Trinidad Jiménez de portavoz ha analizado la cumbre europea de mañana. http://t.co/30kKOvLj','2012-01-29T17:05:30',es,'O','AGREEMENT'
163658996752990208,'MACEMUOR','Bueno, toca trabajar un poco. Hasta luego.','2012-01-29T17:25:20',es,'O','AGREEMENT'
163683144053174272,'Jocoserio','Esperamos ver en q se concreta la reforma sobre el tema d aborto q ha anunciado Ruiz Gallardon.Hay q derogar la actual para empezar a hablar','2012-01-29T19:01:17',es,'O','AGREEMENT'
163683772116631552,'AlejandroSanz','Anoche reice las letras de tres canciones por completo. Ahora ire a ver que hice. Jeje #intrigado','2012-01-29T19:03:47',es,'p+','AGREEMENT'
163698638789414912,'pedroj_ramirez','Entra en orbyt.es. Si tienes dudas consulta a @clienteorbyt .“@jutre95: @pedroj_ ¿Dónde se pueden ver las ofertas existentes?.Gracias.”','2012-01-29T20:02:51',es,'P','AGREEMENT'
163702769138675712,'David_Busta','Esta Tia es una maquina!!! Jajaja para que os riáis un poco!;-) http://t.co/kI9CrvAE','2012-01-29T20:19:16',es,'p+','AGREEMENT'
163708346199842816,'mariviromero','La trama del @psoeandalucia. Cuando se diseña la corrupcion desde el gobierno http://t.co/Rv5hjDY7','2012-01-29T20:41:25',es,'n+','AGREEMENT'
163713103916314624,'paurubio','Hola! Buenos dias! D camino a la filmacion d el nuevo videoclip! #mevoy #Brava @espinozaoficial @paurubio','2012-01-29T21:00:20',es,'p+','AGREEMENT'
163713113974243329,'arsenioescolar','Sarkozy cuenta en directo en la tele a 4 periodistas (que le preguntan) su subida de impuestos y otros recortes. Igualito que Rajoy','2012-01-29T21:00:22',es,'n+','AGREEMENT'
163722752681967617,'Carlos_Latre','Q bien me lo he pasado con los amigos de @QTTF !!;) GRACIAS!! Y me ha encantado ver a @CarmeChaparro (guapa!) Y GRACIAS por vuestros twits!!','2012-01-29T21:38:40',es,'p+','AGREEMENT'
163726523600347137,'SSantiagosegura','La casa donde nací en Carabanchel, era mas pequeña...#Jackysugemela pedazo de trailer http://t.co/RnRpHabo','2012-01-29T21:53:40',es,'P','AGREEMENT'
163727227446505472,'AlejandroSanz','La vi ;) "viva la pepi" to el arte. RT @soytriana: @AlejandroSanz mírate la chirigota del selu, genial http://t.co/3CvkNSXu','2012-01-29T21:56:27',es,'P','AGREEMENT'
163728527299063808,'estherpalomera','Grande @EduMadina con esa foto de la ultima cena... En ferraz','2012-01-29T22:01:37',es,'P','AGREEMENT'
163736494366924801,'javiersolana','@Menttegatoo me preocupe muchisimo como te puedes imaginar.Muchos lo hacen.Pero creo qu los temas europeos e internacionales lo son tambien.','2012-01-29T22:33:16',es,'N','AGREEMENT'
163741784860659712,'AlejandroSanz','RT @Erikaguerradiaz: RT @AlejandroSanz Hagamos TT #NoMaltratoInfantil por todos los niños que sufren!!','2012-01-29T22:54:18',es,'N','AGREEMENT'
163742324092964864,'AlejandroSanz','Pues felicidades amigo, se les veia felices. Mis respetos. RT @riegom: @AlejandroSanz fue una (cont) http://t.co/qFIF68r8','2012-01-29T22:56:26',es,'p+','AGREEMENT'
163743492936437763,'mariviromero','Echad un vistazo a esta foto: http://t.co/LUWLLzc0 en Patrimonio Mundial http://t.co/dl1y9sBo.','2012-01-29T23:01:05',es,'O','AGREEMENT'
163744515058966528,'AlejandroSanz','Felicidades cracks. RT @AF_elx: “@AlejandroSanz: Que bonita inciativa la de Help-portrait con el (cont) http://t.co/yPcl2ePE','2012-01-29T23:05:09',es,'p+','AGREEMENT'
163746799935426561,'sanchez_sonia','Genial RT @fanetin Entrevista a Sarkozy. Francia subirá el I.V.A. Allí deben de haber sido ya las elecciones andaluzas','2012-01-29T23:14:14',es,'N','AGREEMENT'
163747234905735171,'julia_otero','En un pueblo de Valencia agreden a periodistas por grabar tradición de lanzar ratas http://t.co/0UeJK8FA . (via @JaviCebrian_ )','2012-01-29T23:15:57',es,'N','AGREEMENT'
163750758578262018,'AlejandroSanz','http://t.co/u8KqXfAM RT @alfonsosillero: @raquelperera @AlejandroSanz  #lachirigotadelsherif el (cont) http://t.co/KgP33fJk','2012-01-29T23:29:57',es,'O','AGREEMENT'
163760722243887104,'julia_otero','No me gusta el artículo de @el_pais contra Carme Chacón. Dar patadas a Barroso en el trasero de Chacón es venganza, no información. #feofeo','2012-01-30T00:09:33',es,'n+','AGREEMENT'
163760763142541313,'AlexdelaIglesia','Cansancio, cuando alguien te dice algo que oíste y respondiste hace año y medio.','2012-01-30T00:09:43',es,'N','AGREEMENT'
163760772818800641,'rafam_simancas','“@quediario: Adelanto de la portada del diario Qué! del lunes 30 de enero http://t.co/Uep0MfNO”','2012-01-30T00:09:45',es,'O','AGREEMENT'
163765344735997952,'germanyanke','Hasta mañana a todos... o hasta dentro de unas horas más bien.','2012-01-30T00:27:55',es,'O','AGREEMENT'
163772828582297601,'paurubio','RT @miabuelasabia: Haz tu vida como hacen los pulmones, quédate con lo bueno y dejar ir lo que no es necesario.','2012-01-30T00:57:39',es,'P','AGREEMENT'
163800539795165185,'paurubio','Aqui en la filmacion del videoclip #mevoy #Brava @EspinozaOficial  http://t.co/mM92QDup','2012-01-30T02:47:46',es,'O','AGREEMENT'
163840957425520641,'anapastor_tve','Empieza la semana... Y qué semana!! Buenos días!!!!','2012-01-30T05:28:22',es,'O','AGREEMENT'
163868030663786496,'sevillajordi','Por cierto, la última vez q en España se bajaron cotizaciones a cambio d IVA fue en 1994(o95) con Solbes d ministro (y yo Jefe d Gabinete).','2012-01-30T07:15:57',es,'N','AGREEMENT'
163882188025237504,'anabelenroy_tve','TEPCO confirma 14 fugas de agua de la central de Fukushima-1  / Descarta un vertido al Pacífico http://t.co/hD70aQyd','2012-01-30T08:12:13',es,'N','AGREEMENT'
163885672262926336,'anabelenroy_tve','8 muertos y 3 heridos leves, este fin de semana en las carreteras. Uno de los fallecidos era motorista, informa Dirección General deTráfico','2012-01-30T08:26:03',es,'n+','AGREEMENT'
163889802578640896,'Buenafuente','Pues sí ...@maromikun: @Buenafuente buenos días y tómese un buen café”','2012-01-30T08:42:28',es,'p+','AGREEMENT'
163890210122375169,'marodriguezb','Creo que no machacaré a @susannagriso ahora en @EspejoPublico porque ya ha venido derrotada. ¡Pena, hombre!','2012-01-30T08:44:05',es,'N','AGREEMENT'
163891620608081920,'mariviromero','Peque ya en el cole y a empezar ;-)) (@ Pinosol) http://t.co/N56vd1vp','2012-01-30T08:49:41',es,'p+','AGREEMENT'
163893178439696384,'Amartinbeaumont','Mi artículo en ESD: "La cita de Camps y Rajoy y la mala leche de Fabra" http://t.co/TtVhdQPk','2012-01-30T08:55:53',es,'N','AGREEMENT'
163897530302726144,'garcia_abadillo','B. Días. Hoy, en EM, "5,3 millones de razones para la reforma laboral". Trichet ya pidió a Zapatero un nuevo contrato y convenidos flexibles','2012-01-30T09:13:10',es,'P','AGREEMENT'
163904436056489984,'Carlos_Latre','Felicidades a los q hoy cumplen años, q veo sois muchos!!;) y felicidades también al Principe Felipe, q cumple 44(creo)','2012-01-30T09:40:37',es,'p+','AGREEMENT'
163905539628212224,'_Rubalcaba_','Comienza la entrevista en Los Desayunos de TVE','2012-01-30T09:45:00',es,'O','AGREEMENT'
163909506252812288,'PauladeLasHeras','Rubalcaba dice q en la cena se sentó "como siempre", con Ares a un lado y Bernarda al otro. ¿Como siempre no es con Chacón al otro?','2012-01-30T10:00:46',es,'O','AGREEMENT'
163910570511319040,'SerranoAlfonso','#vayaCiscoTienen RT @ElenaValenciano: Hoy afirmo que el equipo de Rubalcaba no tiene nada que ver cn la información de ayer de ElPais.','2012-01-30T10:04:59',es,'N','AGREEMENT'
163913698820366336,'anai_martin','Qué guasa tiene RT @blogsdepolitica: . @_Rubalcaba_ :"yo no veo guerra sucia" a pregunta d Escolar @anapastor_tve','2012-01-30T10:17:25',es,'N','AGREEMENT'
163916294075334656,'carlosecue','Esas empresas "modelo"? RT @m__jimenez: Google, Apple y Microsoft pagan impuestos mínimos fuera de EE UU http://t.co/zEjXMnof vía @el_pais','2012-01-30T10:27:44',es,'N','AGREEMENT'
163924967120044033,'ristomejide','Leyendo sobre la gestión de Spanair descubres que los verdaderamente retrasados no eran sus vuelos.','2012-01-30T11:02:12',es,'N','AGREEMENT'
163926978590810113,'davidbisbal','Buenos días desde Puerto Rico, hoy empezamos a trabajar muy temprano.saludos.','2012-01-30T11:10:11',es,'P','AGREEMENT'
163931180339707904,'davidbisbal','De camino a La x radio','2012-01-30T11:26:53',es,'O','AGREEMENT'
163931438050316288,'anabelenroy_tve','¡¡¡ como no!!!! China aplaude la medida de Twitter de censurar determinados mensajes http://t.co/3pHD8FPR','2012-01-30T11:27:55',es,'N','AGREEMENT'
163932138901741568,'alfonsomerlos','Mi columna hoy en @Semanaldigital  "Políticos, sí; pandilleros, no" #Andalucía necesita una regeneración commo el comer http://t.co/ldaP816H','2012-01-30T11:30:42',es,'N','AGREEMENT'
163932839694442496,'AlexdelaIglesia','Buenaaas.','2012-01-30T11:33:29',es,'O','AGREEMENT'
163934532595224577,'javiersolana','Creo que hoy es el Cosejo Europeo numero 17 o 18 en dos años. Lo normal es que hubiera dos o tres al año.que tiempos aquellos!!','2012-01-30T11:40:12',es,'N','AGREEMENT'
163943885524058113,'matrujil','Muy bueno! Como siempre "Se requieren cambios más profundos en la socialdemocracia ...  http://t.co/7melmpLU via @el_plural"','2012-01-30T12:17:22',es,'N','AGREEMENT'
163945083337584640,'sanchezcastejon','Recuperar la confianza http://t.co/zbhIQvFX via @el_plural','2012-01-30T12:22:08',es,'P','AGREEMENT'
163945463828066304,'matrujil','http://t.co/Hv2STqjX » Lo nunca visto http://t.co/INJfpAef via @iescolar','2012-01-30T12:23:39',es,'O','AGREEMENT'
163949424077324288,'estherpalomera','Muy recomendable http://t.co/5P1HJf8X. Xa @Jiwert','2012-01-30T12:39:23',es,'p+','AGREEMENT'
163956890395619328,'Tonicanto1','Se sortean huertos de ocio en Massamagrell http://t.co/wMmiqSKh','2012-01-30T13:09:03',es,'O','AGREEMENT'
163957562990006272,'Carlos_Latre','A por Rafa Nadal VS Djokovic http://t.co/Mab8LH2o','2012-01-30T13:11:44',es,'O','AGREEMENT'
163959403328970754,'Joss682008','Cospedal vuelve a pdir explicaciones a Chacon y Rubalcaba por el caso de los ERES el dia que se convocan las elecciones andaluzas.','2012-01-30T13:19:02',es,'n+','AGREEMENT'
163969111070752768,'PauladeLasHeras','Soy cabezota. Efectivamente, entre Ares y Bernarda Jiménez es "como siempre". La prueba: http://t.co/MeM99LvD cc @aaroncanomon ;-)','2012-01-30T13:57:37',es,'N','AGREEMENT'
163977309307674624,'teresafclt','Durao Barroso pide a Raoy que explique cuanto antes de forma detallada sus reformas y que añada un calendario','2012-01-30T14:30:11',es,'O','AGREEMENT'
163995651456245760,'mariviromero','La Junta de Andalucia hace un balance de su gestion hoy en #malaga . Solo ejecutan el 5.4% del presupuesto y se ponen un "notable" #tomaYA','2012-01-30T15:43:04',es,'N','AGREEMENT'
164005145833766912,'byuste','Una consulta para @fundeu acorde a o acorde con... gracias!','2012-01-30T16:20:48',es,'p+','AGREEMENT'
164007156738297858,'mgilguerrero','En el corazon de Europa, a diferencia de España, sí dejan fumar. Cafetería del Consejo http://t.co/EcU2jcVz','2012-01-30T16:28:47',es,'N','AGREEMENT'
164018920934739968,'ristomejide','Me parece escandaloso que el logo de Madrid 2020 sea tan parecido al original. Donde estén los cambios de cliente de toda la vida...','2012-01-30T17:15:32',es,'N','AGREEMENT'
164019775998148609,'Amartinbeaumont','“@pedro_jose7 El Semanal Digital es de lo mejor que hay en la red para mantenerse bien informado. Felicidades.” Muchas gracias!!!!','2012-01-30T17:18:56',es,'p+','AGREEMENT'
164021580714885122,'paurubio','“Me Gustas Tanto” de Paulina Rubio es #1 de Radio en Estados Unidos y Puerto Rico de acuerdo al (cont) http://t.co/rNdwt7B2','2012-01-30T17:26:06',es,'P','AGREEMENT'
164026281162317824,'ristomejide','"@luiscalvo92: has leído Desde el otro lado del escaparate de Toni Segarra?" Claro. Lo mejor sobre publicidad escrito hasta la fecha.','2012-01-30T17:44:47',es,'p+','AGREEMENT'
164026983318175744,'davidbisbal','Estoy en fidelity con @roquethedad!! @eric_valentin','2012-01-30T17:47:34',es,'O','AGREEMENT'
164031838975827969,'iescolar','A Rajoy se le escapa ante un micrófono abierto que habrá una huelga general cuando se conozca su reforma laboral http://t.co/oYLVmN4k','2012-01-30T18:06:52',es,'n+','AGREEMENT'
164035993098395648,'iescolar','Cascos convoca elecciones en Asturias para el 25 de marzo, con las andaluzas. Le puede salir el tiro por la culata.','2012-01-30T18:23:23',es,'n+','AGREEMENT'
164036605429026819,'paurubio','Aqui les mando mi mejor sonrisa! Para empezar una super semana! #1billboards #megustastanto  #Brava y llegamos a la cima! Gracias a todos!','2012-01-30T18:25:49',es,'p+','AGREEMENT'
164039565806546944,'mariviromero','Eso es! RT @Rovillegasb: @mariviromero desde luego que para una vez que los medios nacionales nos iban a hacer caso "en exclusiva"...','2012-01-30T18:37:34',es,'N','AGREEMENT'
164043871058264064,'SalomeGa','RT @EduMadina: ¿Elecciones en Asturias el 25 de marzo? Sí... y el PSOE allí con esos pelos! Repetirá jugada el candidato socialista?','2012-01-30T18:54:41',es,'N','AGREEMENT'
164044830748577792,'FedericoQuevedo','@SalomeGa @tdtarde Mira q lo he preguntado por aquí,y todos me han dicho que con n #tengounadudaynadiemeayuda','2012-01-30T18:58:30',es,'O','AGREEMENT'
164045826807697410,'Crisgallar','Tres ministros, el presidente del Congreso y toda la "crem" judicial en la toma de posesión de Torres-Dulce http://t.co/FKqTDIAe Y tb Garci','2012-01-30T19:02:27',es,'p+','AGREEMENT'
164047080279638017,'CarmeChaparro','Cuánto les van a costar a los asturianos las elecciones que su presidente ha convocado tan sólo un año después de las últimas??','2012-01-30T19:07:26',es,'N','AGREEMENT'
164054980507086848,'mdcospedal','RT @ChuleCamano: @mdcospedal charlando con el futbolista Fernando Morientes en #Guadalajara, Gala del Deporte #CLM http://t.co/WUtoDoCx','2012-01-30T19:38:50',es,'O','AGREEMENT'
164056821278064640,'javierarenas_pp','Deseo que llegue el final del terrorismo. Defiendo la libertad sin plazos, que los terroristas se disuelvan y pidan perdón a las víctimas','2012-01-30T19:46:08',es,'P','DISAGREEMENT'
164060503533031424,'garcia_abadillo','Lo que le faltaba al logotipo de Madrid 2020. Una empresa de juguetes gays acusa a sus creadores de plagio. http://t.co/2EqkP9xq','2012-01-30T20:00:46',es,'N','AGREEMENT'
164061508253392898,'javierarenas_pp','El presidente del Gobierno, @marianorajoy, ha acertado de pleno al nombrar ministro del Interior a Jorge Fernández Díaz','2012-01-30T20:04:46',es,'p+','AGREEMENT'
164063628209823744,'LosadaPescador','Hemos hablado con Pío García Escudero y con Pons sobre Cascos y cumbre europea. @TelediarioInter 20:30','2012-01-30T20:13:11',es,'O','AGREEMENT'
164078102140559362,'JuanraLucas','Una segunda oportunidad se tiene pocas veces.  Asturias: RT @__Sobe__: No vale quedarse en casa el 25M.','2012-01-30T21:10:42',es,'E','DISAGREEMENT'
164089592004362240,'mgilguerrero','Nada, seguimos sin noticias de Rajopy. Y, efectivamente, Chequia dice NO al Pacto Fiscal','2012-01-30T21:56:22',es,'N','AGREEMENT'
164093407365578752,'MACEMUOR','Pues el logo de #Madrid2020 no me gusta... Tanto arco iris me recuerda a Curro, el de la #Expo92, aún siendo éste último aún peor.','2012-01-30T22:11:31',es,'n+','AGREEMENT'
164095958731337728,'PilarGGranja','De verdad necesitamos un grupo de expertos europeos para luchar contra elparo juvenil? Hay un virus contra el sentido común en el mundo!','2012-01-30T22:21:39',es,'n+','AGREEMENT'
164096942220124161,'PilarGGranja','Camps x primera vez en un plató tras ser declarado inocente #campsgatoalagua','2012-01-30T22:25:34',es,'p+','AGREEMENT'
164108653811609600,'mgilguerrero','Rajoy sobre Cascos: "Los gobernantes debemos de trabajar duro y bien para resolver los problemas"','2012-01-30T23:12:06',es,'p+','AGREEMENT'
164115029304672258,'David_Busta','Auditorio de León, a las 21:00 este viernes!','2012-01-30T23:37:26',es,'O','AGREEMENT'
164115960058482688,'David_Busta','Hasta mañana! Buenas noches!MUAC!','2012-01-30T23:41:08',es,'P','AGREEMENT'
164116214241689603,'PaulaVazquezTV','Día de pruebas de vestuario y risas! Y aunque el día comenzó gris, al final se llenó de colores! #menosmal !!!! Que descanséis bien.','2012-01-30T23:42:09',es,'P','DISAGREEMENT'
164116585152385024,'fjavierbosque','#Rajoy admite que ha pensado que los sindicatos pueden convocar una huelga por la reforma laboral, "seria un irresponsable si no lo hiciera"','2012-01-30T23:43:37',es,'N','AGREEMENT'
164117165648265216,'David_Busta','Es espectacular, tanto tiempo preparando cada detalle, y por fin lo podréis escuchar, ver y sentir...','2012-01-30T23:45:56',es,'p+','AGREEMENT'
164117633371865088,'David_Busta','Y yo con la misma o mas ilusion... Cada proyecto,para mi es volver a empezar... Gracias!','2012-01-30T23:47:47',es,'p+','AGREEMENT'
164118123048472576,'mariviromero','Acabo de estar con los padres de 22 jóvenes con discapacidad. Estan en un taller de empleo y la Junta les debe 126.000 e @reciomanolo','2012-01-30T23:49:44',es,'n+','AGREEMENT'
164119455138447361,'mariviromero','. @reciomanolo por que debe usted 126.000 e a este taller de empleo ? Donde esta ese dinero se las personas con discapacidad?','2012-01-30T23:55:01',es,'n+','AGREEMENT'
164121256365531137,'cayo_lara','Hora de retirada. Saludos','2012-01-31T00:02:11',es,'N','AGREEMENT'
164122589227253761,'shakira','No se pierdan el vídeo de Shakira interpretando su hit "Je LAime à Mourir" en los premios NRJ http://t.co/6UePyjUC  ShakiraHQ','2012-01-31T00:07:29',es,'O','AGREEMENT'
164141803526819841,'AlejandroSanz','Saudade do Brasil. RT @SoniaRLM: @AlejandroSanz Hoy es el día de la saudades en Brasil y estamos (cont) http://t.co/g9RB1ksy','2012-01-31T01:23:50',es,'O','AGREEMENT'
164204010251886592,'anapastor_tve','-3 grados!!!! Quién dijo miedo??? Buenos días!','2012-01-31T05:31:01',es,'E','DISAGREEMENT'
164215062884659200,'mjguemes','"La inspiración probablemente es el deseo de hacer algo, la curiosidad y el miedo a no saberlo hacer" http://t.co/PW93Vx3P','2012-01-31T06:14:56',es,'E','DISAGREEMENT'
164225706597953537,'anabelenroy_tve','El CE aprueba pacto fiscal y fondo rescate permanente. Además,acuerda usar fondos comunitarios para apoyar a Pymes y fomentar empleo juvenil','2012-01-31T06:57:14',es,'P','AGREEMENT'
164227768631042048,'sevillajordi','De que hablan en los Consejos Europeos cuando no hablan de lo que todos hablan en la calle y de lo que todos quieren hablar?','2012-01-31T07:05:25',es,'O','AGREEMENT'
164234601022242816,'Carlos_Latre','Buenos días!!!;) maquillaje dsd las 7h!! Con ilusión!!!;) vamos!!;)','2012-01-31T07:32:34',es,'p+','AGREEMENT'
164239683281362945,'sevillajordi','RT @MOvidio73: @sevillajordi Hay un problema de comunicación,no de código sino de sintonía. La política se aleja cada día más del ciudadano.','2012-01-31T07:52:46',es,'N','AGREEMENT'
164244586594709504,'anabelenroy_tve','Portada El Periódico http://t.co/PyL3MU93 ...','2012-01-31T08:12:15',es,'O','AGREEMENT'
164254585010143232,'Tonicanto1','Buenos días a todos!','2012-01-31T08:51:59',es,'O','AGREEMENT'
164254968369520640,'anapastor_tve','Empezamos en 5 minutos....hoy con el ministro de Justicia, Alberto Ruiz Gallardón. Que no se mueva nadie!!! :-)))','2012-01-31T08:53:30',es,'P','AGREEMENT'
164260709457334272,'iescolar','En el blog: El mudo deslenguado http://t.co/LC9f9D3A','2012-01-31T09:16:19',es,'O','AGREEMENT'
164265573444886528,'JAMonago','Camino de Lobón... empieza a funcionar la primera planta autorizada de residuos eléctricos y electrónicos de la región...','2012-01-31T09:35:39',es,'P','DISAGREEMENT'
164297297478418433,'AlexdelaIglesia','¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @secundelarosa @iwanttobefreak @isaachacksimov','2012-01-31T11:41:42',es,'P','AGREEMENT'
164309628321148929,'SerranoAlfonso','PENSAMIENTOS PARA NUEVOS TIEMPOS: Gobernar es un arte… y sin mayoría un mérito polít... http://t.co/r31Bzxah','2012-01-31T12:30:42',es,'p+','AGREEMENT'
164311892901367809,'riverakiko','Jajajajja me he confundido jopeeeee @jessica_bueno90  ella es la unica mujer de mi vida','2012-01-31T12:39:42',es,'E','DISAGREEMENT'
164323961784639488,'_Rubalcaba_','Una mujer referente del PSOE en la lucha por la igualdad: Micaela Navarro en primera línea con Rubalcaba. http://t.co/PCAPmtMo','2012-01-31T13:27:40',es,'p+','AGREEMENT'
164329800931098624,'mariviromero','. @eliasbendodo  asegura que los malagueños darían "un suspenso" a la gestión de la Junta en la última legislatura http://t.co/GtqxBSmg','2012-01-31T13:50:52',es,'n+','AGREEMENT'
164336371820011520,'sevillajordi','RT @PwC_Spain: Estado ahorraría más d 1.000 mm. al año con la puesta en marcha de centros de servicios compartidos http://t.co/0UmOBSyT #PwC','2012-01-31T14:16:58',es,'P','AGREEMENT'
164349202716049408,'alferma1','Venancio Blanco, patrimonio Salamanca y su provincia. Esta tarde, 20,30 horas en el Liceo, el documental de su vida. http://t.co/kgMvwbmZ','2012-01-31T15:07:58',es,'O','AGREEMENT'
164352243842289665,'mariviromero','La obsesion de #Griñan http://t.co/c1bg9y4N','2012-01-31T15:20:03',es,'N','AGREEMENT'
164355895881515008,'SSantiagosegura','Vidas ejemplares http://t.co/ghemqUAE','2012-01-31T15:34:34',es,'P','AGREEMENT'
164362470151028736,'JuanraLucas','Yo seguiré escanciando con Preciado. Ánimo, maestro http://t.co/TBgkQRbY','2012-01-31T16:00:41',es,'P','AGREEMENT'
164368362477068288,'mariviromero','Olvidados en el corazón de África http://t.co/g5HqGIyP','2012-01-31T16:24:06',es,'N','AGREEMENT'
164370816472064000,'morenobarber','Ángel Gabilondo estrena un blog de reflexión y pensamiento. En 24 horas recibe decenas de comentarios bien interesantes http://t.co/7UWGeGcv','2012-01-31T16:33:51',es,'p+','AGREEMENT'
164374529458712576,'Amartinbeaumont','“@copeatalaya: Hoy el control del programa esta abarrotado. Gente entusiasmada con su trabajo. Merece la pena verlos seguir el programa.','2012-01-31T16:48:36',es,'p+','AGREEMENT'
164376169284763648,'Lissavetzky_M','Madrid Espacios y Congresos, una empresa dedicada a centrifugar la deuda del Ayuntamiento de Madrid. http://t.co/kSOLyme5','2012-01-31T16:55:07',es,'n+','AGREEMENT'
164384828760915969,'mjguemes','Urkullu: "¿Por qué no va a ser posible que el Gobierno del PP hable con ETA en un tiempo de cese definitivo si ya lo hizo en una tregua?"','2012-01-31T17:29:31',es,'E','DISAGREEMENT'
164393106102431746,'mariviromero','Bueno pues se le acaba de caer su primer diente a mi peque ;-))) así que esta noche viene el ratoncito Pérez ;-)) http://t.co/rf7rp5tI','2012-01-31T18:02:25',es,'p+','AGREEMENT'
164400494108872704,'Albert_Rivera','El PP incumple su programa y no garantizará en la reforma educativa que se pueda tener 1 educación bilingüe en Cataluña. #pepevergencia','2012-01-31T18:31:46',es,'N','AGREEMENT'
164411148559585281,'marianorajoy','Reunión con el presidente del PNV, Íñigo Urkullu http://t.co/Rb8jaSr6','2012-01-31T19:14:07',es,'O','AGREEMENT'
164411401027334144,'cayo_lara','TERROCAPITALISMO. Estamos en un estado de excepción económica con el mercado como patria y los bancos como fuerzas armadas.','2012-01-31T19:15:07',es,'n+','AGREEMENT'
164421750598287360,'anapastor_tve','Mañana en #losdesayunosdetve Carme Chacón. Ademas hablaremos en tertulia de los cambios en educación para la ciudadanía y el bachillerato.','2012-01-31T19:56:14',es,'O','AGREEMENT'
164427501928579074,'PaulaVazquezTV','Primer día de grabación ! Soy tan feliz http://t.co/CO4ojFhd','2012-01-31T20:19:06',es,'p+','AGREEMENT'
164431682848559105,'arsenioescolar','Adivina qué deportista de élite va a llevar el logo de @20m en su indumentaria de competición','2012-01-31T20:35:42',es,'P','AGREEMENT'
164442378109857792,'mjguemes','Un Gollum de Lego http://t.co/6v3p5eEG','2012-01-31T21:18:12',es,'O','AGREEMENT'
